,Gene,Ortholog,gene_id,ortholog_id
2167,GUK1,TTK,2987,7272
2168,GUK2,TTN,2988,7273
2169,GULOP,TUB,2989,7275
2170,GUSB,TUBA4A,2990,7277
2171,GYG1,TUBB2A,2992,7280
2172,GYPA,TWIST1,2993,7291
2173,GYPB,TNFSF4,2994,7292
2174,GYPC,TNFRSF4,2995,7293
2175,GYPE,TXK,2996,7294
2176,GYS2,TYK2,2998,7297
2177,GZMH,TYMS,2999,7298
2178,GUCY2D,TYR,3000,7299
2179,GZMA,TYROBP,3001,7305
2180,GZMB,TYRP1,3002,7306
2181,GZMK,U2AF1,3003,7307
2182,GZMM,UBA52,3004,7311
2183,H1-0,UBB,3005,7314
2184,H1-2,UBC,3006,7316
2185,H1-2,UBB,3006,7314
2186,H1-3,UBA1,3007,7317
2187,H1-4,UBA7,3008,7318
2188,H1-5,UBE2A,3009,7319
2189,H1-6,UBE2B,3010,7320
2190,H2AC8,UBE2D2,3012,7322
2191,H2AC7,UBE2D3,3013,7323
2192,H2AX,UBE2E1,3014,7324
2193,H2AZ1,UBE2E2,3015,7325
2194,H2BC5,UBE2G2,3017,7327
2195,H2BC3,UBE2H,3018,7328
2196,H3-3A,UBE2L3,3020,7332
2197,H3-3B,UBE2N,3021,7334
2198,H1-1,UCHL1,3024,7345
2199,HABP2,UGCG,3026,7357
2200,HSD17B10,UGP2,3028,7360
2201,HAGH,UGT2B4,3029,7363
2202,HADHA,UGT2B7,3030,7364
2203,HADHAP1,UGT2B10,3031,7365
2204,HADHB,UGT2B15,3032,7366
2205,HADH,UGT2B17,3033,7367
2206,HAL,UGT8,3034,7368
2207,HARS1,UCK2,3035,7371
2208,HAS1,UMPS,3036,7372
2209,HAS2,UNG,3037,7374
2210,HAS3,UPP1,3038,7378
2211,HBA1,UQCRB,3039,7381
2212,HBA2,UQCRC1,3040,7384
2213,HBAP1,UQCRC2,3041,7385
2214,HBB,UQCRH,3043,7388
2215,HBB,UQCRHL,3043,440567
2216,HBBP1,UROD,3044,7389
2217,HBD,UROS,3045,7390
2218,HBE1,UTRN,3046,7402
2219,HBG1,TAF1L,3047,138474
2220,HBG2,VARS1,3048,7407
2221,HBQ1,VASP,3049,7408
2222,HBZ,VAV1,3050,7409
2223,HCCS,VCAM1,3052,7412
2224,SERPIND1,VCL,3053,7414
2225,HCFC1,VDAC1,3054,7416
2226,HCK,VDAC2,3055,7417
2227,HCLS1,VEGFB,3059,7423
2228,HCRT,VEGFC,3060,7424
2229,HCRTR1,VHL,3061,7428
2230,HCRTR2,EZR,3062,7430
2231,HTT,VIPR1,3064,7433
2232,HDAC1,VIPR2,3065,7434
2233,HDAC2,VLDLR,3066,7436
2234,HDC,TRPV1,3067,7442
2235,HDGF,VTN,3068,7448
2236,HDLBP,VWF,3069,7450
2237,HELLS,WARS1,3070,7453
2238,NCKAP1L,WAS,3071,7454
2239,HEXA,NSD2,3073,7468
2240,HEXB,WNT1,3074,7471
2241,CFH,WNT2,3075,7472
2242,HFE,WNT5A,3077,7474
2243,CFHR1,WNT6,3078,7475
2244,CFHR2,WNT7B,3080,7477
2245,HGD,WNT8A,3081,7478
2246,HGF,WNT8B,3082,7479
2247,HGFAC,WNT10B,3083,7480
2248,NRG1,WNT11,3084,7481
2249,HHEX,WNT9B,3087,7484
2250,HIF1A,XPC,3091,7508
2251,HIP1,XPO1,3092,7514
2252,UBE2K,XRCC1,3093,7515
2253,HINT1,XRCC2,3094,7516
2254,HIVEP1,XRCC4,3096,7518
2255,HIVEP2,XRCC5,3097,7520
2256,HK1,YES1,3098,7525
2257,HK2,YY1,3099,7528
2258,HK2,YY2,3099,404281
2259,HK3,YWHAE,3101,7531
2260,ZBTB48,YWHAZ,3104,7534
2261,HLA-A,ZAP70,3105,7535
2262,HLA-B,ZIC2,3106,7546
2263,HLA-C,MZF1,3107,7593
2264,HLA-DMA,ZBTB16,3108,7704
2265,HLA-DMA,ZBTB32,3108,27033
2266,MNX1,ZBTB17,3110,7709
2267,HLA-DOA,PTCRA,3111,171558
2268,HLA-DPB1,OR13C8,3115,138802
2269,HLA-DPB2,OR13C3,3116,138803
2270,HLA-DQA1,OR13C4,3117,138804
2271,HLA-DQA2,OR13F1,3118,138805
2272,HLA-DQB1,CDK11A,3119,728642
2273,HLA-DQB2,MAP3K12,3120,7786
2274,HLA-DRA,DNALI1,3122,7802
2275,HLA-DRB1,LRP8,3123,7804
2276,HLA-DRB2,LAPTM5,3124,7805
2277,HLA-DRB3,OR1L8,3125,138881
2278,HLA-DRB4,OR1N2,3126,138882
2279,HLA-DRB5,OR1N1,3127,138883
2280,HLA-DRB7,MOGS,3129,7841
2281,HLA-DRB8,TUBA1A,3130,7846
2282,HLF,PAX8,3131,7849
2283,HLA-DRB9,IL1R2,3132,7850
2284,HLA-E,CXCR4,3133,7852
2285,HLA-F,FZD5,3134,7855
2286,HLA-G,MAPKAPK3,3135,7867
2287,HLA-H,SEMA3B,3136,7869
2288,HLA-J,RAB7A,3137,7879
2289,HLA-K,ST8SIA4,3138,7903
2290,HLA-L,ALDH5A1,3139,7915
2291,MR1,DDX39B,3140,7919
2292,HLCS,HSD17B8,3141,7923
2293,HLX,OR2H2,3142,7932
2294,HMBS,FZD3,3145,7976
2295,HMGB1,SEM1,3146,7979
2296,HMGB2,ARHGEF5,3148,7984
2297,HMGB3,TUSC3,3149,7991
2298,HMGN1,GLRA3,3150,8001
2299,HMGN2,NUP214,3151,8021
2300,HMGN2P11,STAM,3152,8027
2301,HMGN2P12,CCDC6,3153,8030
2302,HMGCL,ADAM12,3155,8038
2303,HMGCR,FOSL1,3156,8061
2304,HMGCS1,CUL5,3157,8065
2305,HMGCS2,FGF23,3158,8074
2306,HMGA1,PABPN1,3159,8106
2307,HMMR,RPEL1,3161,729020
2308,HMOX1,ANP32A,3162,8125
2309,HMOX2,MADCAM1,3163,8174
2310,NR4A1,SF3A2,3164,8175
2311,HMX1,GDF5,3166,8200
2312,HMX2,NRIP1,3167,8204
2313,FOXA1,OR2A7,3169,401427
2314,FOXA2,CLTCL1,3170,8218
2315,FOXA3,PNPLA4,3171,8228
2316,HNF4A,SMC1A,3172,8243
2317,HNF4G,EPX,3174,8288
2318,ONECUT1,ARID1A,3175,8289
2319,HNMT,H3-4,3176,8290
2320,SLC29A2,H4C9,3177,8294
2321,HNRNPA1,TRRAP,3178,8295
2322,HNRNPAB,ACOX3,3182,8310
2323,HNRNPC,AXIN1,3183,8312
2324,HNRNPD,AXIN2,3184,8313
2325,HNRNPF,CDC7,3185,8317
2326,RBMXP1,CDC45,3186,8318
2327,HNRNPH1,FZD1,3187,8321
2328,HNRNPH2,FZD4,3188,8322
2329,HNRNPH3,FZD6,3189,8323
2330,HNRNPK,FZD7,3190,8324
2331,HNRNPL,FZD8,3191,8325
2332,TLX1,H2AC14,3195,8331
2333,TLX2,H2AC16,3196,8332
2334,HOXA@,H2AC6,3197,8334
2335,HOXA1,H2AC4,3198,8335
2336,HOXA2,H2AC17,3199,8336
2337,HOXA3,H2AC18,3200,8337
2338,HOXA4,H2AC20,3201,8338
2339,HOXA5,H2BC8,3202,8339
2340,HOXA7,H2BC15,3204,8341
2341,HOXA9,H2BC14,3205,8342
2342,HOXA10,H2BC7,3206,8343
2343,HOXA11,H2BC6,3207,8344
2344,HPCA,H2BC9,3208,8345
2345,HOXA13,H2BC10,3209,8346
2346,HOXB@,H2BC4,3210,8347
2347,HOXB1,H2BC17,3211,8348
2348,HOXB2,H2BC21,3212,8349
2349,HOXB3,H3C1,3213,8350
2350,HOXB4,H3C4,3214,8351
2351,HOXB5,H3C3,3215,8352
2352,HOXB6,H3C6,3216,8353
2353,HOXB7,H3C11,3217,8354
2354,HOXB8,H3C8,3218,8355
2355,HOXB9,H3C12,3219,8356
2356,HOXC@,H3C10,3220,8357
2357,HOXC4,H3C2,3221,8358
2358,HOXC5,H4C1,3222,8359
2359,HOXC6,H4C4,3223,8360
2360,HOXC8,H4C6,3224,8361
2361,HOXC9,H4C12,3225,8362
2362,HOXC10,H4C11,3226,8363
2363,HOXC11,H4C3,3227,8364
2364,HOXC12,H4C8,3228,8365
2365,HOXC13,H4C2,3229,8366
2366,HOXD@,H4C5,3230,8367
2367,HOXD1,H4C13,3231,8368
2368,HOXD3,H4C7,3232,8369
2369,HOXD4,H4C14,3233,8370
2370,HOXD8,HYAL3,3234,8372
2371,HOXD9,MAD1L1,3235,8379
2372,HOXD10,NME5,3236,8382
2373,HOXD11,OR1A1,3237,8383
2374,HOXD12,OR1D5,3238,8386
2375,HOXD13,OR1E1,3239,8387
2376,HP,OR1E2,3240,8388
2377,HPCAL1,OR1G1,3241,8390
2378,HPD,OR3A3,3242,8392
2379,HPGD,SLC25A11,3248,8402
2380,HPN,ULK1,3249,8408
2381,HPR,EEA1,3250,8411
2382,HPRT1,STX7,3251,8417
2383,HPRT1P2,NR0B2,3254,8431
2384,HPRT1P3,RECK,3255,8434
2385,HPS1,RAD54L,3257,8438
2386,HPV6AI1,NCK2,3259,8440
2387,HPV6AI1,NCK1,3259,4690
2388,HPV18I1,GNPAT,3260,8443
2389,HPV18I2,DHX16,3261,8449
2390,HPX,CUL4A,3263,8451
2391,ERAS,CUL1,3266,8454
2392,AGFG2,OR51A4,3268,401666
2393,HRC,IRS4,3270,8471
2394,HRES1,GALR3,3272,8484
2395,HRG,MAP4K3,3273,8491
2396,HRH2,PPM1D,3274,8493
2397,PRMT2,PIK3R3,3275,8503
2398,HES1,ITGA10,3280,8515
2399,HSBP1,ITGA8,3281,8516
2400,HSD3B1,ELP1,3283,8518
2401,HSD3B2,IFITM1,3284,8519
2402,HSD11B2,YBX3,3291,8531
2403,HSD17B1,CHST1,3292,8534
2404,HSD17B3,CBX4,3293,8535
2405,HSD17B2,CAMK1,3294,8536
2406,HSD17B4,AGPS,3295,8540
2407,HSF1,AP3B1,3297,8546
2408,HSF2,MAPKAPK5,3298,8550
2409,HSF4,BHLHE40,3299,8553
2410,DNAJB2,PIAS1,3300,8554
2411,DNAJA1,CDC14B,3301,8555
2412,HSPA1B,DEGS1,3304,8560
2413,HSPA1L,KMO,3305,8564
2414,HSPA2,YARS1,3306,8565
2415,HSPA4,MKNK1,3308,8569
2416,HSPA5,CASK,3309,8573
2417,HSPA6,AKR7A2,3310,8574
2418,HSPA7,OR6A2,3311,8590
2419,HSPA8,TNFSF11,3312,8600
2420,HSPA9,RUVBL1,3313,8607
2421,HSPA8P1,RDH16,3314,8608
2422,HSPB1,PLPP1,3315,8611
2423,HSPB2,PLPP2,3316,8612
2424,HSP90AA1,HSD17B6,3320,8630
2425,IGSF3,UNC5C,3321,8633
2426,HSP90AA3P,AOC3,3322,8639
2427,HSP90AA4P,PTCH2,3323,8643
2428,HSP90AA2P,AKR1C3,3324,8644
2429,HSP90AB3P,NCOA1,3327,8648
2430,HSPD1,NUMB,3329,8650
2431,HSPD1P3,PDE5A,3332,8654
2432,HSPE1,IRS2,3336,8660
2433,DNAJB1,EIF3A,3337,8661
2434,DNAJC4,SLC4A4,3338,8671
2435,HSPG2,EIF4G3,3339,8672
2436,NDST1,VAMP8,3340,8673
2437,HTN1,JMJD7-PLA2G4B,3346,8681
2438,HTR1A,DGAT1,3350,8694
2439,HTR1B,CDC23,3351,8697
2440,HTR1D,S1PR4,3352,8698
2441,HTR1E,B4GALT3,3354,8703
2442,HTR1F,B4GALT2,3355,8704
2443,HTR2A,B3GALT4,3356,8705
2444,HTR2B,B3GALNT1,3357,8706
2445,HTR2C,B3GALT2,3358,8707
2446,HTR3A,B3GALT1,3359,8708
2447,HTR4,ABCC3,3360,8714
2448,HTR5A,TRADD,3361,8717
2449,HTR6,TNFRSF25,3362,8718
2450,HTR7,MBTPS1,3363,8720
2451,HUS1,CTSF,3364,8722
2452,HVBS7,RIPK1,3369,8737
2453,HVBS8,CRADD,3370,8738
2454,TNC,TNFSF14,3371,8740
2455,HYAL1,TNFSF12,3373,8742
2456,IAPP,TNFSF9,3375,8744
2457,IARS1,CDS2,3376,8760
2458,IBSP,TNFRSF6B,3381,8771
2459,ICA1,FADD,3382,8772
2460,ICAM1,SNAP23,3383,8773
2461,ICAM2,MTMR1,3384,8776
2462,ICAM3,MPDZ,3385,8777
2463,IRF8,TNFRSF10C,3394,8794
2464,MRPL58,TNFRSF10A,3396,8797
2465,ID1,PEX11B,3397,8799
2466,ID2,PEX11A,3398,8800
2467,ID3,SUCLG2,3399,8801
2468,ID4,SUCLG1,3400,8802
2469,IDE,SOCS2,3416,8835
2470,IDH1,GGH,3417,8836
2471,IDH2,CFLAR,3418,8837
2472,IDH3A,HDAC3,3419,8841
2473,IDH3B,KAT2B,3420,8850
2474,IDI1,ASAP2,3422,8853
2475,IDS,ALDH1A2,3423,8854
2476,IDSP1,NR1I2,3424,8856
2477,IDUA,LDB1,3425,8861
2478,CFI,PER3,3426,8863
2479,IFI16,SYNJ1,3428,8867
2480,IFI27,ST3GAL5,3429,8869
2481,IFI35,SYNJ2,3430,8871
2482,SP110,ARHGEF7,3431,8874
2483,IFIT2,VNN1,3433,8876
2484,IFIT2,VNN2,3433,8875
2485,IFIT1,SPHK1,3434,8877
2486,IFIT3,NAE1,3437,8883
2487,IFN1@,EIF2B4,3438,8890
2488,IFNA1,EIF2B3,3439,8891
2489,IFNA2,EIF2B2,3440,8892
2490,IFNA4,EIF2B5,3441,8893
2491,IFNA5,EIF2S2,3442,8894
2492,IFNA6,BUD31,3443,8896
2493,IFNA7,MTMR2,3444,8898
2494,IFNA8,CCNA1,3445,8900
2495,IFNA10,AP1S2,3446,8905
2496,IFNA13,AP1M1,3447,8907
2497,IFNA14,CACNA1I,3448,8911
2498,IFNA16,CACNA1H,3449,8912
2499,IFNA17,BCL10,3451,8915
2500,IFNA22P,OR5K2,3453,402135
2501,IFNAR1,HERC2,3454,8924
2502,IFNAR2,HERC1,3455,8925
2503,IFNB1,MBD4,3456,8930
2504,IFNG,TOP3B,3458,8940
2505,IFNGR1,KYNU,3459,8942
2506,IFNGR2,AP3D1,3460,8943
2507,IFNA11P,BTRC,3461,8945
2508,IFNA20P,H2AC11,3463,8969
2509,IFNR,CHRNA6,3466,8973
2510,IFNW1,P4HA2,3467,8974
2511,IFNWP4,PLOD3,3469,8985
2512,IFNWP19,HAP1,3474,9001
2513,IFRD1,F2RL3,3475,9002
2514,IGBP1,MPZL1,3476,9019
2515,IGF1,CH25H,3479,9023
2516,IGF1R,BAZ1B,3480,9031
2517,IGF2,SEMA5A,3481,9037
2518,IGF2R,TAAR5,3482,9038
2519,IGFALS,UBA3,3483,9039
2520,IGFBP1,UBE2M,3484,9040
2521,IGFBP2,RPL14,3485,9045
2522,IGFBP3,SH2D2A,3486,9047
2523,IGFBP4,PSTPIP1,3487,9051
2524,IGFBP6,PAPSS1,3489,9061
2525,IGFBP7,PIAS2,3490,9063
2526,CCN1,MAP3K6,3491,9064
2527,IGH,CLDN10,3492,9071
2528,IGHA1,CLDN8,3493,9073
2529,IGHA2,CLDN6,3494,9074
2530,IGHD,CLDN2,3495,9075
2531,IGHDOR15@,CLDN1,3496,9076
2532,IGHE,CLDN9,3497,9080
2533,IGHEP1,TMSB4Y,3498,9087
2534,IGHG1,PIGQ,3500,9091
2535,IGHG2,SART1,3501,9092
2536,IGHG3,DNAJA3,3502,9093
2537,IGHG4,USP8,3503,9101
2538,IGHM,MTMR7,3507,9108
2539,IGHMBP2,NMI,3508,9111
2540,JCHAIN,SMC3,3512,9126
2541,JCHAINP1,P2RX6,3513,9127
2542,IGKDEL,PRPF3,3515,9129
2543,RBPJ,AIFM1,3516,9131
2544,RBPJP2,KCNQ4,3517,9132
2545,IGKV@,CCNE2,3519,9134
2546,IGKV3OR2-268,HGS,3523,9146
2547,IGKV1OR1-1,EXO1,3525,9156
2548,IGKV3OR22-2,COX7A2L,3527,9167
2549,IGKV2OR22-3,MAP3K13,3529,9175
2550,IGKV1OR2-1,OSMR,3531,9180
2551,IGKV1OR-2,ARHGEF2,3532,9181
2552,IGL,HACD1,3535,9200
2553,IGLC1,MAGI1,3537,9223
2554,IGLC2,LRAT,3538,9227
2555,IGLC3,RAB11B,3539,9230
2556,IGLC4,PTTG1,3540,9232
2557,IGLC4,PTTG2,3540,10744
2558,IGLC5,NOG,3541,9241
2559,IGLC6,GCNT3,3542,9245
2560,IGLL1,UBE2L6,3543,9246
2561,IGLL2P,GPR50,3544,9248
2562,IGLV@,RPS6KA5,3546,9252
2563,IGSF1,NUMBL,3547,9253
2564,IHH,MAPKAPK2,3549,9261
2565,IK,CYTH3,3550,9265
2566,IKBKB,CYTH2,3551,9266
2567,IL1A,CYTH1,3552,9267
2568,IL1B,PIWIL1,3553,9271
2569,IL1R1,TAAR2,3554,9287
2570,IL1RAP,ATP6V1F,3556,9296
2571,IL1RN,COPS2,3557,9318
2572,IL2,TRIP12,3558,9320
2573,IL2RB,GTF3C5,3560,9328
2574,IL2RG,GTF3C4,3561,9329
2575,IL3,GTF3C3,3562,9330
2576,IL3RA,B4GALT6,3563,9331
2577,IL4,CNOT8,3565,9337
2578,IL4R,GLP2R,3566,9340
2579,IL5,VAMP3,3567,9341
2580,IL5RA,SNAP29,3568,9342
2581,IL6R,TAOK2,3570,9344
2582,IL6ST,RPL23,3572,9349
2583,IL6STP1,CER1,3573,9350
2584,IL7,NHERF2,3574,9351
2585,IL7R,SLIT2,3575,9353
2586,CXCL8,UBE4A,3576,9354
2587,CXCR1,RAB9A,3577,9367
2588,IL9,NHERF1,3578,9368
2589,CXCR2,NRXN3,3579,9369
2590,CXCR2P1,ADIPOQ,3580,9370
2591,IL9R,ZFYVE9,3581,9372
2592,IL10,GRHPR,3586,9380
2593,IL10RA,LIPG,3587,9388
2594,IL10RB,MYL6B,3588,140465
2595,IL11RA,GRAP2,3590,9402
2596,IL12A,SNRNP40,3592,9410
2597,IL12B,TJP2,3593,9414
2598,IL12RB2,DDX23,3595,9416
2599,IL13,CYP7B1,3596,9420
2600,IL13RA1,HAND1,3597,9421
2601,IL13RA2,NTN1,3598,9423
2602,IL15,CHST2,3600,9435
2603,IL15RA,NCR2,3601,9436
2604,IL16,GSTO1,3603,9446
2605,TNFRSF9,AIM2,3604,9447
2606,IL17A,MAP4K4,3605,9448
2607,IL18,EIF2AK3,3606,9451
2608,FOXK2,GGPS1,3607,9453
2609,ILF2,FHL5,3608,9457
2610,ILF3,ARHGEF6,3609,9459
2611,ILK,PCYT1B,3611,9468
2612,IMPA1,CHST3,3612,9469
2613,IMPA2,EIF4E2,3613,9470
2614,IMPDH1,ATG5,3614,9474
2615,IMPDH2,ROCK2,3615,9475
2616,INCENP,PIGL,3619,9487
2617,IDO1,PIGB,3620,9488
2618,ING1,PGS1,3621,9489
2619,ING2,PSMF1,3622,9491
2620,INHA,MAGED1,3623,9500
2621,INHBA,GAL3ST1,3624,9514
2622,INHBB,SPTLC2,3625,9517
2623,INHBC,TBPL1,3626,9519
2624,CXCL10,TECR,3627,9524
2625,INPP1,VPS4B,3628,9525
2626,INS,BAG4,3630,9530
2627,INPP4A,POLR1C,3631,9533
2628,INPP5A,PTGES,3632,9536
2629,INPP5B,EI24,3633,9538
2630,INPP5D,CIR1,3635,9541
2631,INPPL1,NRG2,3636,9542
2632,INSL3,SEC22B,3640,9554
2633,INSL4,MACROH2A1,3641,9555
2634,INSM1,CCL4L2,3642,9560
2635,INSR,MINPP1,3643,9562
2636,EIF3E,GABBR2,3646,9568
2637,EIF3EP1,GTF2IRD1,3647,9569
2638,PDX1,ENTPD4,3651,9583
2639,IPP,CREB5,3652,9586
2640,IPW,PRDX6,3653,9588
2641,IRAK1,PDIA4,3654,9601
2642,ITGA6,NCOR1,3655,9611
2643,IRAK2,NCOR2,3656,9612
2644,IREB2,RNF7,3658,9616
2645,IRF1,TRAF4,3659,9618
2646,IRF2,ABCG1,3660,9619
2647,IRF3,GUCA1C,3661,9626
2648,IRF4,SNCAIP,3662,9627
2649,IRF5,GNA14,3663,9630
2650,IRF6,CLCA2,3664,9635
2651,IRF7,ISG15,3665,9636
2652,IRS1,SKIC3,3667,9652
2653,ISG20,SOCS5,3669,9655
2654,ISL1,DYNLL2,3670,140735
2655,ISLR,UBE2F,3671,140739
2656,ITGA1,SDC3,3672,9672
2657,ITGA2B,UBE3C,3674,9690
2658,ITGA3,RAPGEF2,3675,9693
2659,ITGA4,EDEM1,3676,9695
2660,ITGA7,AQR,3679,9716
2661,ITGA9,SEMA3E,3680,9723
2662,ITGAD,RAB11FIP3,3681,9727
2663,ITGAE,RPL10L,3682,140801
2664,ITGAL,HDAC9,3683,9734
2665,ITGAM,SETD1A,3684,9739
2666,ITGAV,LAPTM4A,3685,9741
2667,ITGAX,SLK,3687,9748
2668,ITGB1,TBKBP1,3688,9755
2669,ITGB2,HDAC4,3689,9759
2670,ITGB3,ZFYVE16,3690,9765
2671,ITGB4,NANP,3691,140838
2672,EIF6,RAPGEF5,3692,9771
2673,ITGB5,EIF4A3,3693,9775
2674,ITGB6,DHX38,3694,9785
2675,ITGB7,SPCS2,3695,9789
2676,ITGB8,PTDSS1,3696,9791
2677,ITIH1,MAML1,3697,9794
2678,ITIH2,GIT2,3698,9815
2679,ITIH4,CUL7,3700,9820
2680,ITK,ARHGEF11,3702,9826
2681,STT3A,DNAJC6,3703,9829
2682,ITPA,LCMT2,3704,9836
2683,ITPK1,ELMO1,3705,9844
2684,ITPKA,GAB2,3706,9846
2685,ITPR1,PSMD6,3708,9861
2686,ITPR2,MAGI2,3709,9863
2687,ITPR3,SETDB1,3710,9869
2688,IVD,SV2B,3712,9899
2689,IVL,SV2A,3713,9900
2690,JAG2,SRGAP3,3714,9901
2691,JAK1,NCAPD2,3716,9918
2692,JAK2,IQSEC1,3717,9922
2693,JAK3,LPGAT1,3718,9926
2694,JARID2,RBM8A,3720,9939
2695,JUN,HS3ST3A1,3725,9955
2696,JUNB,HS3ST2,3726,9956
2697,JUND,HS3ST1,3727,9957
2698,JUP,SLC23A2,3728,9962
2699,ANOS1,FGF19,3730,9965
2700,CD82,NR1I3,3732,9970
2701,ANOS2P,NUP153,3734,9972
2702,KCNA1,RBX1,3736,9978
2703,KCNA2,THOC1,3737,9984
2704,KCNA3,REC8,3738,9985
2705,KCNA4,AKT3,3739,10000
2706,KCNA5,GNPDA1,3741,10007
2707,KCNA6,TANK,3742,10010
2708,KCNA7,SRA1,3743,10011
2709,KCNA10,HDAC6,3744,10013
2710,KCNB1,HDAC5,3745,10014
2711,KCNC2,SH2B3,3747,10019
2712,KCNC3,GNE,3748,10020
2713,KCNC4,FRAT1,3749,10023
2714,KCND1,OR2T27,3750,403239
2715,KCND2,PIGK,3751,10026
2716,KCND3,CHAF1A,3752,10036
2717,KCNE1,OR4A47,3753,403253
2718,KCNF1,PARP2,3754,10038
2719,KCNG1,PARP3,3755,10039
2720,KCNH1,OR4C45,3756,403257
2721,KCNH2,DNAJB6,3757,10049
2722,KCNJ1,AP1M2,3758,10053
2723,KCNJ2,UBA2,3759,10054
2724,KCNJ3,SAE1,3760,10055
2725,KCNJ3,CCDC9,3760,26093
2726,KCNJ4,FARSB,3761,10056
2727,KCNJ5,ABCC5,3762,10057
2728,KCNJ6,ABCB6,3763,10058
2729,KCNJ8,DNM1L,3764,10059
2730,KCNJ9,ABCC9,3765,10060
2731,KCNJ10,NR1H3,3766,10062
2732,KCNJ11,COX17,3767,10063
2733,KCNJ12,OR6C65,3768,403282
2734,KCNJ14,HUWE1,3770,10075
2735,KCNJ15,PQBP1,3772,10084
2736,KCNJ16,UST,3773,10090
2737,KCNK1,ARPC4,3775,10093
2738,KCNK2,ARPC3,3776,10094
2739,KCNK3,ARPC1B,3777,10095
2740,KCNMA1,ARPC2,3778,10109
2741,KCNMB1,RAD50,3779,10111
2742,KCNN1,RASGRP1,3780,10125
2743,KCNN3,NAMPT,3782,10135
2744,KCNN3,NAMPTP1,3782,646309
2745,KCNN4,TOB1,3783,10140
2746,KCNQ1,AKAP9,3784,10142
2747,KCNQ2,ABI2,3785,10152
2748,KCNQ3,PLXNC1,3786,10154
2749,KCNS1,AASS,3787,10157
2750,KCNS3,WASF2,3790,10163
2751,KDR,CHST4,3791,10164
2752,KEL,DHRS9,3792,10170
2753,KHK,ALG3,3795,10195
2754,KIF2A,CHSY3,3796,337876
2755,KIF3C,PSME3,3797,10197
2756,KIF5A,MPHOSPH6,3798,10200
2757,KIF5B,NME6,3799,10201
2758,KIF5C,CALCRL,3800,10203
2759,KIFC3,NUTF2,3801,10204
2760,KIR2DL1,PATJ,3802,10207
2761,KIR2DL2,EIF1,3803,10209
2762,KIR2DL3,FLOT1,3804,10211
2763,KIR2DL4,PSMD14,3805,10213
2764,KIR2DS1,STX6,3806,10228
2765,KIR2DS1,STX10,3806,8677
2766,KIR2DS3,AP3S2,3808,10239
2767,KIR2DS4,KCNMB2,3809,10242
2768,KIR2DS5,GPHN,3810,10243
2769,KIR3DL1,SPRY3,3811,10251
2770,KIR3DL2,SPRY1,3812,10252
2771,KIR3DS1,SPRY2,3813,10253
2772,KISS1,STAM2,3814,10254
2773,KIT,ABCC4,3815,10257
2774,KLK1,SF3B4,3816,10262
2775,KLK2,RAMP2,3817,10266
2776,KLKB1,RAMP1,3818,10267
2777,KLRB1,AKAP8,3820,10270
2778,KLRC1,STUB1,3821,10273
2779,KLRC2,STAG1,3822,10274
2780,KLRC3,UBE4B,3823,10277
2781,KLRD1,BET1,3824,10282
2782,KNG1,SF3A1,3827,10291
2783,KLC1,NMUR1,3831,10316
2784,KIF11,B3GALT5,3832,10317
2785,KIFC1,LAMC3,3833,10319
2786,KIF25,AKR1A1,3834,10327
2787,KIF22,B3GNT3,3835,10331
2788,KPNA1,TLR6,3836,10333
2789,KPNA2,TFG,3838,10342
2790,KPNA3,CCL26,3839,10344
2791,KPNA5,ABCA10,3841,10349
2792,TNPO1,ABCA9,3842,10350
2793,IPO5,ABCA8,3843,10351
2794,KRASP1,WARS2,3844,10352
2795,KRT1,CITED2,3848,10370
2796,KRT2,SEMA3A,3849,10371
2797,KRT3,TUBA1B,3850,10376
2798,KRT4,IRF9,3851,10379
2799,KRT5,BPNT1,3852,10380
2800,KRT6A,TUBB3,3853,10381
2801,KRT6B,TUBB4A,3854,10382
2802,KRT7,TUBB4B,3855,10383
2803,KRT8,NOD1,3856,10392
2804,KRT9,ANAPC10,3857,10393
2805,KRT10,MYL9,3858,10398
2806,KRT12,PEMT,3859,10400
2807,KRT13,PIAS3,3860,10401
2808,KRT14,ST3GAL6,3861,10402
2809,KRT15,C1D,3866,10438
2810,KRT16,PPIE,3868,10450
2811,KRT17,ECI2,3872,10455
2812,KRT18P11,FST,3876,10468
2813,KRT18P1,UBE2E3,3879,10477
2814,KRT19,SLC25A17,3880,10478
2815,KRT31,SLC9A6,3881,10479
2816,KRT32,CAP1,3882,10487
2817,KRT33A,CREB3,3883,10488
2818,KRT33A,CREB3L4,3883,148327
2819,KRT33B,VTI1B,3884,10490
2820,KRT34,CARM1,3885,10498
2821,KRT35,SEMA6C,3886,10500
2822,KRT81,SEMA6B,3887,10501
2823,KRT82,SEMA4F,3888,10505
2824,KRT83,SEMA4D,3889,10507
2825,KRT84,SEMA4B,3890,10509
2826,KRT85,SEMA3C,3891,10512
2827,KRT86,CHERP,3892,10523
2828,KTN1,RNASEH2A,3895,10535
2829,L1CAM,LAMTOR5,3897,10542
2830,LAD1,ARPC1A,3898,10552
2831,LAG3,CXCL13,3902,10563
2832,LAIR1,ARFGEF2,3903,10564
2833,LAIR2,ARFGEF1,3904,10565
2834,LALBA,CCT4,3906,10575
2835,LAMA2,SORBS1,3908,10580
2836,LAMA3,TXNRD2,3909,10587
2837,LAMA4,MTHFS,3910,10588
2838,LAMB1,SH2B2,3912,10603
